"FECHA CORTE","DEPTORESIDENCIA","CANTIDAD CREDITOS AL DIA","CANTIDAD CREDITOS CON MORA MENOR A 90 DIAS","CANTIDAD CREDITOS MORA MAYOR A 90 DIAS","TOTAL CREDITOS","SALDO CAPITAL","SALDO TOTAL","SALDO MORA","INDICADOR CARTERA VENCIDA","EPOCA CARTERA"
"2022 Mar 31 12:00:00 AM","VAUPES","0","1","2","3","$ 14,629,091","$ 16,111,879","$ 3,268,641","100%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","VICHADA","19","12","15","46","$ 554,822,061","$ 578,488,133","$ 61,244,171","34.21%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","SUCRE","3,355","1,954","1,951","7,260","$ 75,700,773,505","$ 78,230,689,291","$ 5,505,018,539","31.56%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","GUAINIA","46","24","14","84","$ 1,013,145,826","$ 1,058,404,047","$ 62,513,259","27.4%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","AMAZONAS","106","54","40","200","$ 3,246,272,835","$ 3,367,910,123","$ 164,058,506","24.85%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CORDOBA","4,320","2,168","1,512","8,000","$ 108,711,818,623","$ 112,164,188,852","$ 4,685,756,020","22.74%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","LA GUAJIRA","800","405","249","1,454","$ 26,686,416,029","$ 27,805,394,541","$ 1,321,529,779","22.72%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","ARAUCA","895","420","213","1,528","$ 16,397,360,237","$ 16,946,231,771","$ 675,411,018","21.68%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","MAGDALENA","1,545","804","448","2,797","$ 42,405,327,719","$ 44,246,506,655","$ 1,599,720,162","20.41%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","BOLIVAR","5,011","2,403","1,662","9,076","$ 108,151,820,769","$ 113,827,997,229","$ 5,095,279,489","20.24%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","PUTUMAYO","1,186","534","336","2,056","$ 21,315,214,407","$ 22,200,287,252","$ 1,133,437,218","19.58%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CHOCO","101","47","30","178","$ 2,101,925,826","$ 2,173,133,866","$ 98,067,038","19.35%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","META","2,224","941","612","3,777","$ 48,917,494,026","$ 50,664,928,556","$ 2,673,038,383","18.69%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CASANARE","1,297","645","278","2,220","$ 24,801,775,412","$ 25,663,207,077","$ 945,445,712","17.7%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","ATLANTICO","10,329","4,381","2,495","17,205","$ 319,961,832,111","$ 330,427,845,247","$ 10,886,808,427","17.63%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CESAR","1,216","562","344","2,122","$ 32,469,032,127","$ 34,807,621,844","$ 1,243,844,116","17.49%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","SIN INFORMACION","41","10","19","70","$ 909,586,173","$ 971,964,501","$ 63,421,466","16.78%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CAQUETA","815","359","156","1,330","$ 11,265,300,785","$ 11,515,749,194","$ 347,277,268","16.46%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","NORTE DE SANTANDER","3,173","1,161","550","4,884","$ 59,204,894,803","$ 61,206,492,052","$ 1,937,770,276","16.28%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CAUCA","3,050","1,175","516","4,741","$ 51,734,339,056","$ 53,531,553,425","$ 1,458,684,472","14.52%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","GUAVIARE","205","93","49","347","$ 2,988,302,531","$ 3,053,655,685","$ 124,947,500","13.95%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","RISARALDA","3,241","968","378","4,587","$ 54,663,786,487","$ 56,216,433,678","$ 1,427,417,116","13.04%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","HUILA","2,359","826","336","3,521","$ 40,471,848,171","$ 43,231,634,740","$ 1,132,111,342","11.89%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","SANTANDER","7,612","2,723","974","11,309","$ 158,077,560,988","$ 163,126,022,908","$ 4,123,300,953","11.88%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","QUINDIO","1,938","638","212","2,788","$ 33,109,483,733","$ 34,020,714,812","$ 755,559,247","11.17%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","BOYACA","3,485","1,325","407","5,217","$ 78,716,590,936","$ 81,168,798,918","$ 1,758,194,614","10.94%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","TOLIMA","3,518","1,250","439","5,207","$ 60,940,107,349","$ 62,598,393,786","$ 1,425,534,645","10.8%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","NARINO","4,188","1,344","500","6,032","$ 68,920,106,272","$ 70,444,425,014","$ 1,504,464,049","10.6%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","ANTIOQUIA","10,453","3,321","1,137","14,911","$ 233,114,171,277","$ 239,124,468,040","$ 4,760,281,098","10.39%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","VALLE DEL CAUCA","12,526","3,763","1,377","17,666","$ 332,115,219,239","$ 340,139,734,409","$ 6,805,675,594","9.98%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CALDAS","3,019","840","304","4,163","$ 59,126,112,076","$ 60,722,456,274","$ 1,095,591,848","9.81%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","CUNDINAMARCA","7,795","2,165","679","10,639","$ 188,002,125,544","$ 196,528,983,530","$ 3,402,575,281","8.43%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","DISTRITO CAPITAL","36,936","9,457","2,898","49,291","$ 986,392,120,932","$ 1,014,715,947,836","$ 17,034,319,155","7.57%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","EXTRANJERO","12","1","1","14","$ 527,701,457","$ 534,541,038","$ 1,350,832","2.74%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","SAN ANDRES","130","1","0","131","$ 2,177,061,279","$ 2,248,564,755","$ 103,824","0%","AMORTIZACION"
"2022 Mar 31 12:00:00 AM","GUAINIA","10","1","1","12","$ 273,070,949","$ 303,795,940","$ 410,772","22.29%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","AMAZONAS","79","15","2","96","$ 2,470,239,879","$ 2,919,310,748","$ 19,093,857","9.88%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","VICHADA","35","8","1","44","$ 772,823,514","$ 842,204,573","$ 2,793,813","8.26%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","ATLANTICO","16,730","3,961","525","21,216","$ 535,167,839,304","$ 596,160,687,652","$ 2,206,465,994","6.46%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CALDAS","1,749","322","51","2,122","$ 45,486,263,970","$ 54,707,263,642","$ 183,740,773","6.24%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","MAGDALENA","3,999","673","90","4,762","$ 96,305,433,658","$ 106,206,478,347","$ 308,817,457","5.7%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CASANARE","1,752","412","49","2,213","$ 42,229,245,720","$ 50,030,306,317","$ 154,835,713","5.7%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CHOCO","303","34","5","342","$ 5,942,167,628","$ 6,572,381,603","$ 31,828,511","5.52%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","NORTE DE SANTANDER","2,650","505","86","3,241","$ 78,139,357,587","$ 89,271,944,594","$ 291,714,848","5.51%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","LA GUAJIRA","2,719","485","75","3,279","$ 86,120,607,253","$ 97,383,827,426","$ 272,770,318","5.48%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","BOYACA","3,524","848","114","4,486","$ 110,961,298,987","$ 131,624,641,937","$ 494,950,901","5.33%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","ARAUCA","731","169","32","932","$ 16,849,127,773","$ 19,237,339,027","$ 73,694,600","5.14%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","QUINDIO","1,249","207","29","1,485","$ 31,454,113,862","$ 37,334,907,726","$ 87,089,721","5.1%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","SANTANDER","6,867","1,418","187","8,472","$ 205,047,736,312","$ 242,625,575,872","$ 737,097,322","4.92%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","HUILA","1,925","329","49","2,303","$ 49,653,053,674","$ 57,094,343,280","$ 181,111,158","4.82%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","META","2,588","549","88","3,225","$ 72,089,873,968","$ 80,412,379,125","$ 307,684,540","4.8%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","BOLIVAR","10,718","1,271","239","12,228","$ 240,149,448,890","$ 265,260,640,641","$ 706,419,051","4.79%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","GUAVIARE","243","33","7","283","$ 4,986,434,651","$ 5,469,948,868","$ 24,513,298","4.75%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","ANTIOQUIA","9,592","1,481","220","11,293","$ 250,781,676,549","$ 306,956,202,510","$ 938,454,119","4.28%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","TOLIMA","2,744","520","58","3,322","$ 68,983,079,663","$ 79,606,611,814","$ 233,660,259","4.03%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","VALLE DEL CAUCA","11,704","2,232","264","14,200","$ 385,171,087,216","$ 455,421,274,448","$ 1,443,742,313","4.02%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CAUCA","1,815","256","41","2,112","$ 39,995,338,628","$ 45,823,548,988","$ 117,956,241","3.94%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","DISTRITO CAPITAL","33,225","6,382","673","40,280","$ 1,149,875,040,870","$ 1,369,780,690,291","$ 4,459,210,563","3.8%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CESAR","3,452","426","53","3,931","$ 86,503,628,174","$ 95,590,959,720","$ 240,427,044","3.74%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","RISARALDA","2,060","338","40","2,438","$ 48,789,879,019","$ 58,539,208,677","$ 192,426,219","3.71%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CUNDINAMARCA","10,453","1,352","172","11,977","$ 277,107,018,489","$ 325,469,016,493","$ 897,403,407","3.49%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","NARINO","4,679","611","80","5,370","$ 100,199,545,996","$ 112,021,617,922","$ 208,674,439","3.19%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","PUTUMAYO","933","96","19","1,048","$ 17,597,952,651","$ 20,166,583,744","$ 36,622,539","3.08%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CORDOBA","15,856","1,349","301","17,506","$ 332,972,518,129","$ 363,207,725,349","$ 672,038,582","2.97%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","SUCRE","15,000","1,009","261","16,270","$ 277,715,662,114","$ 300,050,251,601","$ 470,694,696","2.95%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","CAQUETA","497","64","7","568","$ 11,066,532,929","$ 12,352,157,172","$ 24,216,275","2.29%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","SAN ANDRES","221","7","1","229","$ 4,825,931,911","$ 6,465,901,172","$ 3,024,238","0.15%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","SIN INFORMACION","7","0","0","7","$ 107,709,663","$ 146,206,506","$ 0","0%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","EXTRANJERO","64","0","0","64","$ 6,053,355,502","$ 6,720,458,587","$ 0","0%","ESTUDIOS"
"2022 Mar 31 12:00:00 AM","VAUPES","13","1","0","14","$ 235,783,164","$ 278,408,557","$ 102,445","0%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","GUAINIA","9","1","2","12","$ 271,967,787","$ 307,643,911","$ 1,100,854","22.36%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","AMAZONAS","79","8","7","94","$ 2,446,287,136","$ 2,918,120,622","$ 30,910,943","19.55%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CASANARE","1,721","252","158","2,131","$ 40,126,655,112","$ 48,203,431,004","$ 223,491,837","13.98%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","ARAUCA","749","94","76","919","$ 16,393,325,926","$ 18,864,298,597","$ 101,408,121","13.19%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","BOYACA","3,468","555","306","4,329","$ 104,237,084,768","$ 125,182,831,794","$ 615,628,594","12.65%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","ATLANTICO","17,012","2,063","1,557","20,632","$ 512,348,823,843","$ 577,031,736,830","$ 2,664,364,305","11.9%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","VICHADA","32","9","2","43","$ 762,829,278","$ 846,829,223","$ 3,247,648","10.91%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","META","2,655","315","218","3,188","$ 69,752,234,779","$ 78,781,123,396","$ 357,550,831","10.49%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","SANTANDER","6,786","859","461","8,106","$ 190,364,952,726","$ 227,522,838,217","$ 861,853,770","10.26%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","MAGDALENA","4,044","389","280","4,713","$ 94,548,780,592","$ 105,422,559,485","$ 422,685,331","9.46%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","NORTE DE SANTANDER","2,624","287","200","3,111","$ 74,838,488,475","$ 86,374,661,299","$ 279,848,711","8.94%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","HUILA","1,923","209","117","2,249","$ 47,298,914,331","$ 54,842,414,412","$ 223,827,759","8.87%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","VALLE DEL CAUCA","11,656","1,403","678","13,737","$ 362,232,451,963","$ 434,456,481,462","$ 1,651,282,818","8.82%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","LA GUAJIRA","2,797","292","201","3,290","$ 84,884,540,133","$ 96,657,380,996","$ 331,860,176","8.78%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CALDAS","1,749","210","106","2,065","$ 42,768,828,034","$ 52,159,862,308","$ 190,035,949","8.73%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","DISTRITO CAPITAL","33,284","3,876","1,847","39,007","$ 1,079,049,959,215","$ 1,304,716,291,187","$ 5,102,371,682","8.62%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","RISARALDA","1,996","216","113","2,325","$ 44,806,984,992","$ 54,312,025,639","$ 228,082,248","8.57%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","TOLIMA","2,711","313","156","3,180","$ 64,761,363,682","$ 75,526,234,974","$ 273,773,612","8.54%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","QUINDIO","1,209","137","69","1,415","$ 28,927,661,148","$ 34,794,711,143","$ 116,449,086","8.41%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","BOLIVAR","10,741","754","551","12,046","$ 234,761,971,494","$ 262,080,838,928","$ 811,640,406","8.03%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CESAR","3,458","316","155","3,929","$ 85,567,843,379","$ 95,669,330,163","$ 312,304,343","7.81%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","ANTIOQUIA","9,625","1,000","444","11,069","$ 237,952,154,472","$ 295,605,764,654","$ 1,047,934,691","7.77%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CAUCA","1,765","167","106","2,038","$ 38,493,550,598","$ 44,598,968,136","$ 154,465,961","7.61%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CUNDINAMARCA","10,372","892","408","11,672","$ 259,830,553,906","$ 308,813,920,648","$ 1,030,939,503","7.13%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CHOCO","286","48","9","343","$ 6,054,361,913","$ 6,753,011,910","$ 22,300,610","6.99%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CORDOBA","15,602","915","615","17,132","$ 325,526,155,213","$ 358,449,214,173","$ 808,325,055","5.99%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","NARINO","4,616","427","180","5,223","$ 94,827,198,536","$ 107,108,596,191","$ 276,964,330","5.76%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","SUCRE","14,679","573","571","15,823","$ 269,680,081,547","$ 294,275,798,796","$ 577,001,617","5.75%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","GUAVIARE","236","38","7","281","$ 4,882,061,968","$ 5,411,998,379","$ 13,080,338","5.45%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","PUTUMAYO","928","58","38","1,024","$ 16,788,217,843","$ 19,419,324,251","$ 41,565,906","5.36%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","CAQUETA","492","49","19","560","$ 10,733,149,022","$ 12,118,752,600","$ 30,683,271","4.65%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","SAN ANDRES","147","53","3","203","$ 4,061,063,984","$ 5,629,322,906","$ 17,960,595","0.73%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","EXTRANJERO","61","0","0","61","$ 5,815,046,977","$ 6,529,325,601","$ 0","0%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","Sin Informacion","7","0","0","7","$ 107,709,663","$ 147,947,258","$ 0","0%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","VAUPES","15","0","0","15","$ 252,730,368","$ 300,225,584","$ 0","0%","ESTUDIOS"
"2022 Jun 30 12:00:00 AM","VAUPES","0","2","1","3","$ 13,186,473","$ 14,394,677","$ 1,436,165","100%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","GUAINIA","45","20","10","75","$ 887,528,658","$ 924,084,757","$ 41,009,927","42.44%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","VICHADA","21","9","9","39","$ 450,177,236","$ 468,260,263","$ 32,631,838","42.01%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","SUCRE","4,041","1,526","1,683","7,250","$ 80,438,819,188","$ 82,828,491,626","$ 4,181,305,925","29.41%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CORDOBA","4,954","1,653","1,390","7,997","$ 113,139,928,926","$ 115,885,081,037","$ 3,695,436,202","23.97%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","LA GUAJIRA","918","333","215","1,466","$ 27,640,256,375","$ 28,788,690,355","$ 915,453,835","23.45%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","GUAVIARE","215","71","47","333","$ 2,998,347,171","$ 3,061,447,084","$ 91,112,913","22.71%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","BOLIVAR","5,597","1,646","1,605","8,848","$ 110,253,073,439","$ 115,962,356,658","$ 4,342,028,705","22.56%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","ARAUCA","982","306","192","1,480","$ 16,297,034,205","$ 16,750,529,808","$ 488,665,229","22.08%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","MAGDALENA","1,766","568","399","2,733","$ 42,760,906,151","$ 44,425,446,278","$ 1,221,148,880","20.35%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","PUTUMAYO","1,300","399","232","1,931","$ 20,678,393,429","$ 21,367,522,566","$ 558,004,910","20.32%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CASANARE","1,470","454","287","2,211","$ 25,869,247,813","$ 26,700,790,450","$ 729,546,942","19.53%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CESAR","1,334","421","305","2,060","$ 32,527,089,195","$ 34,604,826,604","$ 955,923,795","19.3%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","ATLANTICO","11,406","3,255","2,188","16,849","$ 329,067,092,074","$ 338,751,594,827","$ 8,067,992,522","18.86%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CAQUETA","876","264","139","1,279","$ 10,903,721,038","$ 11,145,016,211","$ 288,832,377","18.02%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","META","2,449","642","460","3,551","$ 48,187,816,182","$ 49,587,693,157","$ 1,373,125,094","17.99%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CHOCO","111","36","19","166","$ 1,960,100,100","$ 2,020,017,034","$ 46,468,216","17.78%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CAUCA","3,294","817","448","4,559","$ 50,613,562,405","$ 52,180,223,836","$ 1,100,760,913","16.14%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","NORTE DE SANTANDER","3,416","877","486","4,779","$ 59,870,019,891","$ 61,856,060,962","$ 1,346,126,207","15.17%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","AMAZONAS","112","46","23","181","$ 2,952,825,458","$ 3,055,762,560","$ 78,949,016","14.98%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","HUILA","2,518","622","298","3,438","$ 41,225,396,256","$ 43,907,597,673","$ 811,199,936","13.93%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","TOLIMA","3,755","911","421","5,087","$ 62,454,536,869","$ 64,084,076,305","$ 1,143,534,962","13.77%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","QUINDIO","2,060","489","189","2,738","$ 34,433,395,599","$ 35,276,382,361","$ 550,354,364","13.22%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","SANTANDER","8,170","2,066","919","11,155","$ 164,874,031,928","$ 169,726,594,236","$ 3,064,857,949","13.03%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","BOYACA","3,883","867","431","5,181","$ 81,755,693,897","$ 84,104,106,363","$ 1,308,031,836","12.61%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","RISARALDA","3,385","714","334","4,433","$ 54,926,927,317","$ 56,278,268,138","$ 1,000,438,063","12.6%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","ANTIOQUIA","10,918","2,473","1,076","14,467","$ 232,423,871,598","$ 238,350,110,705","$ 3,662,675,204","12.01%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","NARINO","4,502","1,019","431","5,952","$ 71,911,956,728","$ 73,499,656,070","$ 1,253,522,212","11.82%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","VALLE DEL CAUCA","13,129","2,849","1,280","17,258","$ 338,352,299,823","$ 346,113,000,678","$ 5,175,150,187","11.78%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CALDAS","3,113","673","259","4,045","$ 59,077,818,588","$ 60,558,741,355","$ 823,409,315","11.21%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","SIN INFORMACION","46","4","11","61","$ 785,314,468","$ 840,723,874","$ 41,124,821","10.26%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","CUNDINAMARCA","8,260","1,622","702","10,584","$ 197,289,588,277","$ 205,791,137,698","$ 2,736,390,905","9.87%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","DISTRITO CAPITAL","38,686","6,565","2,880","48,131","$ 1,000,513,675,374","$ 1,028,344,947,460","$ 12,761,715,084","9.22%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","SAN ANDRES","75","84","0","159","$ 3,088,861,292","$ 3,180,713,113","$ 25,511,828","1.86%","AMORTIZACION"
"2022 Jun 30 12:00:00 AM","EXTRANJERO","13","2","0","15","$ 903,062,591","$ 914,315,954","$ 2,866,356","0%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","SAN ANDRES","153","29","20","202","$ 4,304,619,022","$ 5,714,897,215","$ 35,532,614","19.8%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","SAN ANDRES","87","44","34","165","$ 3,102,267,531","$ 3,436,916,242","$ 67,718,554","26.65%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","EXTRANJERO","56","0","0","56","$ 5,691,987,134","$ 6,461,241,101","$ 0","0%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","EXTRANJERO","18","0","0","18","$ 1,193,317,312","$ 1,205,265,340","$ 0","0%","AMORTIZACION"
"2022 Sep 30 12:00:00 AM","GUAINIA","12","1","0","13","$ 274,727,943","$ 307,187,044","$ 209,589","0%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","ATLANTICO","17,775","3,744","1,020","22,539","$ 582,076,132,732","$ 653,327,604,854","$ 3,360,169,279","13.88%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","CASANARE","1,701","309","108","2,118","$ 42,709,726,024","$ 50,575,972,373","$ 231,686,837","12.27%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","NORTE DE SANTANDER","2,718","424","161","3,303","$ 82,596,595,424","$ 94,994,349,007","$ 383,327,754","12.23%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","ARAUCA","774","126","57","957","$ 18,498,631,693","$ 21,141,549,658","$ 106,086,653","12.1%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","BOYACA","3,517","764","202","4,483","$ 114,077,153,165","$ 135,737,433,517","$ 692,223,759","11.96%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","AMAZONAS","84","12","4","100","$ 2,646,476,279","$ 3,162,983,823","$ 25,517,561","11.5%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","MAGDALENA","4,323","659","193","5,175","$ 111,211,182,528","$ 123,055,399,863","$ 564,903,038","11.35%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","LA GUAJIRA","2,915","575","139","3,629","$ 101,326,978,604","$ 114,457,971,450","$ 429,706,891","11.19%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","SANTANDER","6,661","1,224","348","8,233","$ 204,580,587,215","$ 240,579,311,269","$ 1,063,822,133","10.99%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","META","2,680","464","148","3,292","$ 76,547,448,626","$ 86,459,014,163","$ 414,260,345","10.75%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","CALDAS","1,798","319","81","2,198","$ 47,619,822,261","$ 57,253,151,508","$ 264,255,833","10.02%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","CHOCO","295","62","16","373","$ 7,400,254,616","$ 8,218,671,023","$ 32,413,062","9.86%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","DISTRITO CAPITAL","33,206","5,764","1,448","40,418","$ 1,182,940,057,891","$ 1,418,138,088,014","$ 6,574,955,168","9.61%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","TOLIMA","2,707","432","122","3,261","$ 71,335,461,701","$ 82,953,155,626","$ 325,617,967","9.19%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","VICHADA","37","9","1","47","$ 847,670,139","$ 942,134,931","$ 2,716,722","8.95%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","ANTIOQUIA","9,913","1,596","342","11,851","$ 266,045,682,630","$ 325,766,623,809","$ 1,316,395,233","8.76%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","BOLIVAR","11,579","1,212","406","13,197","$ 274,477,644,718","$ 305,029,643,003","$ 1,033,678,422","8.52%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","VALLE DEL CAUCA","11,864","2,140","507","14,511","$ 401,941,354,470","$ 477,727,638,058","$ 1,967,137,001","8.49%","ESTUDIOS"
"2022 Sep 30 12:00:00 AM","GUAVIARE","245","42","8","295","$ 5,562,231,846","$ 6,182,175,710","$ 16,694,939","8.4%","ESTUDIOS"
